fund_id,security_key,pos_size
100153,L@171059@01@,0.0033461961
100153,L@174729@01@,0.0049679223
100153,L@176404@01@,0.0019328446
100153,L@177088@01@,0.0061431131
100153,L@177257@01@,0.0014486493
100153,L@177264@02@,0.0139159141
100153,L@177966@01@,0.0057132421
100153,L@178870@01@,0.0028165993
100153,L@179094@01@,0.0018081872
100153,L@179438@01@,0.0119582061
100153,L@179817@01@,0.0019562964
100153,L@179925@01@,0.0035334446
100153,L@180405@01@,0.0029261666
100153,L@180483@01@,0.0100885825
100153,L@180711@01@,0.0015131037
100153,L@182387@01@,0.0021644155
100153,L@183581@01@,0.0191552918
100153,L@183700@01@,0.0089503974
100153,L@184352@01@,0.0007473141
100153,L@184498@01@,0.0057158661
100153,L@184725@01@,0.0045156921
100153,L@185119@01@,0.0019792959
100153,L@185334@01@,0.0005180495
100153,L@185355@01@,0.0066427919
100153,L@185797@01@,0.0082840696
100153,L@186336@01@,0.0022434564
100153,L@186520@01@,0.0019354689
100153,L@186683@01@,0.0022241489
100153,L@186783@01@,0.0001315331
100153,L@186955@01@,0.0014705365
100153,L@186989@01@,0.0018644457
100153,L@187698@01@,0.0041874391
100153,L@188663@01@,0.0026572919
100153,L@190856@01@,0.0016946835
100153,L@197956@01@,0.0013313402
100153,L@212340@90@,0.0025956489
100153,L@260408@02@,0.0076082130
100153,S@008789@01@,0.0054586786
100153,S@009411@01@,0.0114448546
100153,S@010757@01@,0.0031707573
100153,S@012206@01@,0.0140550481
100153,S@023978@01@,0.0041003074
100153,S@108132@01@,0.2260018885
100153,S@177264@02@,0.0082835453
100153,S@185769@01@,0.0079360791
100153,S@212340@90@,0.0024721515
101067,L@@@367829207,0.0011870557
101067,L@@@670794106,0.0000000724
101067,L@001078@01@,0.0177997705
101067,L@001209@01@,0.0059724194
101067,L@001447@01@,0.0231882930
101067,L@001449@01@,0.0006732097
101067,L@001602@01@,0.0064492328
101067,L@001690@01@,0.0022369856
101067,L@001891@01@,0.0185294710
101067,L@001976@01@,0.0103239669
101067,L@002019@01@,0.0116071766
101067,L@002136@01@,0.0069461362
101067,L@002240@01@,0.0000080611
101067,L@002285@01@,0.0411669053
101067,L@002403@01@,0.0266592409
101067,L@002817@01@,0.0009832905
101067,L@002968@01@,0.0287669916
101067,L@002991@01@,0.0106653245
101067,L@003024@01@,0.0006277896
101067,L@003170@01@,0.0045794565
101067,L@003221@01@,0.0105232419
101067,L@003243@01@,0.0113851363
101067,L@003650@01@,0.0008808760
101067,L@003835@01@,0.0060363300
101067,L@003980@01@,0.0309449267
101067,L@004066@01@,0.0007605407
101067,L@004087@01@,0.0161316805
101067,L@004321@01@,0.0251160208
101067,L@004367@01@,0.0008211347
101067,L@004503@01@,0.0153324781
101067,L@004517@01@,0.0188330542
101067,L@004723@01@,0.0128214564
101067,L@004839@01@,0.0010462098
101067,L@004843@01@,0.0264448579
101067,L@005046@01@,0.0007255818
101067,L@005047@01@,0.0197025537
101067,L@005439@01@,0.0238916464
101067,L@005581@01@,0.0012542825
101067,L@005606@01@,0.0154675320
101067,L@005680@01@,0.0201298557
101067,L@006066@01@,0.0012833769
101067,L@006266@01@,0.0022533741
101067,L@006774@01@,0.0007623573
101067,L@007085@01@,0.0091463327
101067,L@007154@01@,0.0014678265
101067,L@007257@01@,0.0460342951
101067,L@007435@01@,0.0024628814
101067,L@007647@01@,0.0206260681
101067,L@007923@01@,0.0007117134
101067,L@008007@01@,0.0247486364
101067,L@008247@01@,0.0008026115
101067,L@008463@01@,0.0009504415
101067,L@008479@01@,0.0209103823
101067,L@008530@01@,0.0025309930
101067,L@008543@01@,0.0019750714
101067,L@008549@01@,0.0067617320
101067,L@008762@01@,0.0090862252
101067,L@009465@01@,0.0181419924
101067,L@009850@01@,0.0006513420
101067,L@009899@01@,0.0027529513
101067,L@010187@01@,0.0217407737
101067,L@010787@01@,0.0046755294
101067,L@010846@90@,0.0008641854
101067,L@010867@01@,0.0016425307
101067,L@010983@01@,0.0154290739
101067,L@011264@01@,0.0191012882
101067,L@011856@01@,0.0173358526
101067,L@012124@01@,0.0073045916
101067,L@012141@01@,0.0149764149
101067,L@012142@01@,0.0009922688
101067,L@012384@90@,0.0008681692
101067,L@012886@04@,0.0149082029
101067,L@012978@01@,0.0006287883
101067,L@013599@01@,0.0257501192
101067,L@013714@03@,0.0014301534
101067,L@014605@90@,0.0006271840
101067,L@014934@01@,0.0151275899
101067,L@015509@90@,0.0006673263
101067,L@016101@01@,0.0150062051
101067,L@016603@92@,0.0008462283
101067,L@017436@90@,0.0006766125
101067,L@024800@01@,0.0081271119
101067,L@024856@01@,0.0026233343
101067,L@025056@01@,0.0298346486
101067,L@025627@01@,0.0012427612
101067,L@025648@90@,0.0008721394
101067,L@027965@01@,0.0009143996
101067,L@028349@01@,0.0024676272
101067,L@028930@02@,0.0171310864
101067,L@060894@01@,0.0039934819
101067,L@062689@05@,0.0069679492
101067,L@063892@01@,0.0120783215
101067,L@064768@01@,0.0018503191
101067,L@064933@01@,0.0000000000
101067,L@101204@90@,0.0008039266
101067,L@101310@90@,0.0009437882
101067,L@105365@01@,0.0006976321
101067,L@108132@01@,0.0007238636
101067,L@112876@01@,0.0011345744
101067,L@114524@01@,0.0109539442
101067,L@119736@01@,0.0000000096
101067,L@133768@01@,0.0277658720
101067,L@142953@01@,0.0010148002
101067,L@143356@01@,0.0134216938
101067,L@143357@01@,0.0006877851
101067,L@143851@01@,0.0006145188
101067,L@160225@01@,0.0012115663
101067,L@165649@01@,0.0016015411
101067,L@165675@01@,0.0021291133
101067,L@179621@01@,0.0021936686
101067,L@179929@01@,0.0007383646
101067,L@182383@01@,0.0001201623
101067,L@241637@90@,0.0138600478
101071,L@002019@01@,0.1052802727
101071,L@003221@01@,0.1277588755
101071,L@004864@01@,0.1535200924
101071,L@005046@01@,0.2330632508
101071,L@008530@01@,0.0222650636
101071,L@014359@02@,0.1240616441
101071,L@015520@01@,0.1367014349
101071,L@061406@01@,0.0558004379
101071,L@064410@01@,0.0415489264
101207,L@001487@01@,0.1737886220
101207,L@003105@02@,0.0331377313
101207,L@005862@01@,0.0219639484
101207,L@008007@01@,0.0976974145
101207,L@008446@01@,0.0091093583
101207,L@010121@04@,0.0614469796
101207,L@012141@01@,0.0956995934
101207,L@015634@86@,0.0018268044
101207,L@015634@91@,0.0009125503
101207,L@017699@01@,0.0694525614
101207,L@020277@01@,0.0442710780
101207,L@028924@01@,0.0629212856
101207,L@130200@01@,0.0098549230
101207,L@164660@01@,0.0184125863
101207,L@175263@01@,0.2493262887
101207,L@187215@02@,0.0361337513
101207,L@267434@02W@,0.0140445204
101312,L@005606@01@,0.0622138567
101312,L@009899@01@,0.0964407921
101312,L@014538@90@,0.0805610195
101312,L@017239@02@,0.1068203002
101312,L@024468@01@,0.0555533320
101312,L@025338@01@,0.2091700584
101312,L@025627@01@,0.1550705135
101312,L@122257@01@,0.0689487681
101312,L@174647@01@,0.1652213633
101432,L@001004@01@,0.0000251340
101432,L@001045@04@,0.0007820528
101432,L@001075@01@,0.0044230018
101432,L@001076@01@,0.0028749376
101432,L@001078@01@,0.0062817382
101432,L@001094@01@,0.0003958530
101432,L@001177@01@,0.0057261642
101432,L@001186@01@,0.0014542683
101432,L@001209@01@,0.0040740692
101432,L@001230@01@,0.0003639979
101432,L@001254@01@,0.0000167096
101432,L@001274@01@,0.0007247584
101432,L@001327@01@,0.0001486953
101432,L@001356@01@,0.0002226925
101432,L@001380@01@,0.0065534664
101432,L@001393@01@,0.0002012868
101432,L@001408@01@,0.0021877999
101432,L@001410@01@,0.0000259838
101432,L@001440@01@,0.0001349240
101432,L@001447@01@,0.0022343297
101432,L@001449@01@,0.0004088730
101432,L@001487@01@,0.0015052347
101432,L@001585@01@,0.0000175786
101432,L@001632@01@,0.0011338098
101432,L@001633@01@,0.0000217415
101432,L@001659@01@,0.0000451772
101432,L@001661@01@,0.0004956654
101432,L@001678@01@,0.0048988112
101432,L@001686@01@,0.0000163531
101432,L@001690@01@,0.0010394525
101432,L@001704@01@,0.0007162588
101432,L@001706@01@,0.0000283392
101432,L@001722@01@,0.0020191569
101432,L@001773@01@,0.0005558900
101432,L@001794@01@,0.0010740565
101432,L@001837@01@,0.0042092074
101432,L@001860@01@,0.0003870957
101432,L@001891@01@,0.0001808578
101432,L@001919@01@,0.0005657833
101432,L@001976@01@,0.0009669277
101432,L@002002@01@,0.0004634205
101432,L@002019@01@,0.0006813413
101432,L@002025@01@,0.0003532070
101432,L@002044@01@,0.0032276276
101432,L@002086@01@,0.0054314700
101432,L@002101@02@,0.0000024234
101432,L@002111@01@,0.0031978907
101432,L@002154@01@,0.0016492546
101432,L@002176@02@,0.0021960279
101432,L@002220@01@,0.0001607080
101432,L@002270@01@,0.0033767314
101432,L@002337@05@,0.0000590981
101432,L@002393@01@,0.0000345192
101432,L@002403@01@,0.0005865571
101432,L@002435@01@,0.0043962975
101432,L@002436@01@,0.0000182803
101432,L@002444@01@,0.0000418850
101432,L@002448@01@,0.0000565519
101432,L@002497@01@,0.0002411205
101432,L@002547@01@,0.0037691181
101432,L@002558@01@,0.0000163344
101432,L@002574@01@,0.0034319430
101432,L@002593@01@,0.0003125528
101432,L@002596@01@,0.0000221915
101432,L@002663@01@,0.0018647338
101432,L@002710@02@,0.0022395437
101432,L@002751@01@,0.0023977228
101432,L@002787@01@,0.0000044181
101432,L@002807@01@,0.0000582263
101432,L@002817@01@,0.0084650591
101432,L@002859@01@,0.0000026360
101432,L@002884@01@,0.0023593944
101432,L@002940@03@,0.0000922856
101432,L@002942@01@,0.0000371546
101432,L@002960@01@,0.0000426765
101432,L@002968@01@,0.0040380466
101432,L@002991@01@,0.0123229716
101432,L@003007@01@,0.0041756164
101432,L@003024@01@,0.0007749801
101432,L@003026@01@,0.0031016297
101432,L@003082@01@,0.0005428080
101432,L@003107@01@,0.0036402326
101432,L@003121@01@,0.0051451791
101432,L@003144@01@,0.0075909980
101432,L@003170@01@,0.0014684309
101432,L@003221@01@,0.0006996778
101432,L@003231@01@,0.0006992930
101432,L@003243@01@,0.0016747540
101432,L@003246@01@,0.0000228152
101432,L@003310@01@,0.0014560177
101432,L@003362@01@,0.0046785004
101432,L@003382@01@,0.0001121017
101432,L@003413@01@,0.0028401073
101432,L@003416@01@,0.0002156799
101432,L@003439@01@,0.0004957837
101432,L@003469@02@,0.0002764271
101432,L@003502@01@,0.0000004374
101432,L@003504@01@,0.0004058826
101432,L@003505@01@,0.0078409771
101432,L@003532@01@,0.0025383965
101432,L@003562@01@,0.0000245979
101432,L@003592@01@,0.0001198926
101432,L@003607@02@,0.0011341276
101432,L@003650@01@,0.0008093684
101432,L@003707@01@,0.0001010932
101432,L@003708@03@,0.0039583193
101432,L@003735@01@,0.0017019717
101432,L@003813@01@,0.0025380349
101432,L@003835@01@,0.0047835489
101432,L@003863@01@,0.0001442522
101432,L@003897@01@,0.0017517572
101432,L@003905@01@,0.0003649212
101432,L@003946@01@,0.0011010953
101432,L@004016@02@,0.0000752998
101432,L@004029@01@,0.0049182591
101432,L@004058@01@,0.0005263732
101432,L@004066@01@,0.0006848368
101432,L@004072@01@,0.0013648394
101432,L@004093@01@,0.0043105311
101432,L@004094@01@,0.0011377858
101432,L@004115@01@,0.0000564077
101432,L@004241@01@,0.0001206323
101432,L@004351@01@,0.0002603008
101432,L@004367@01@,0.0016827246
101432,L@004383@01@,0.0004518805
101432,L@004460@01@,0.0012728031
101432,L@004503@01@,0.0142113790
101432,L@004517@01@,0.0057991617
101432,L@004560@01@,0.0026377700
101432,L@004622@01@,0.0000088554
101432,L@004640@01@,0.0007129898
101432,L@004674@01@,0.0002590527
101432,L@004699@01@,0.0001676541
101432,L@004723@01@,0.0016004163
101432,L@004737@01@,0.0003134008
101432,L@004809@01@,0.0008543550
101432,L@004842@01@,0.0000196523
101432,L@004843@01@,0.0024744014
101432,L@004844@01@,0.0000287384
101432,L@004885@01@,0.0012628254
101432,L@004936@01@,0.0000033118
101432,L@004941@01@,0.0000299241
101432,L@004990@01@,0.0019619963
101432,L@005046@01@,0.0014402561
101432,L@005047@01@,0.0049533369
101432,L@005071@01@,0.0061799786
101432,L@005073@19@,0.0003036887
101432,L@005109@01@,0.0000419497
101432,L@005116@01@,0.0002326315
101432,L@005241@01@,0.0000596102
101432,L@005338@01@,0.0001935284
101432,L@005379@01@,0.0000121720
101432,L@005439@01@,0.0040871031
101432,L@005492@01@,0.0010026522
101432,L@005526@01@,0.0007427682
101432,L@005539@01@,0.0000248124
101432,L@005581@01@,0.0040357588
101432,L@005600@05@,0.0005003028
101432,L@005606@01@,0.0028984814
101432,L@005639@01@,0.0001370588
101432,L@005667@01@,0.0012531523
101432,L@005690@01@,0.0000066261
101432,L@005709@01@,0.0030608689
101432,L@005764@01@,0.0000070118
101432,L@005783@01@,0.0003492655
101432,L@005786@01@,0.0001842165
101432,L@005860@01@,0.0001945946
101432,L@005870@01@,0.0000215390
101432,L@005878@01@,0.0030267816
101432,L@005978@01@,0.0000316660
101432,L@006003@01@,0.0000226612
101432,L@006008@01@,0.0049565434
101432,L@006066@01@,0.0038684178
101432,L@006078@01@,0.0024590772
101432,L@006109@01@,0.0000473855
101432,L@006223@01@,0.0000370420
101432,L@006304@01@,0.0012520326
101432,L@006307@03@,0.0002294650
101432,L@006310@04@,0.0020145960
101432,L@006326@01@,0.0000261274
101432,L@006334@01@,0.0010764587
101432,L@006338@01@,0.0008903357
101432,L@006375@01@,0.0054447376
101432,L@006379@01@,0.0000265745
101432,L@006386@01@,0.0000032135
101432,L@006461@01@,0.0003663765
101432,L@006502@01@,0.0070274938
101432,L@006543@01@,0.0000245250
101432,L@006653@01@,0.0014559394
101432,L@006730@01@,0.0056574149
101432,L@006733@01@,0.0000786520
101432,L@006737@01@,0.0002363117
101432,L@006742@01@,0.0005081521
101432,L@006774@01@,0.0037351190
101432,L@006781@01@,0.0003547942
101432,L@006821@01@,0.0000719163
101432,L@006865@01@,0.0000371008
101432,L@006994@01@,0.0003156099
101432,L@007017@01@,0.0042577237
101432,L@007065@01@,0.0000164364
101432,L@007146@01@,0.0050194692
101432,L@007163@01@,0.0012043559
101432,L@007171@01@,0.0009144403
101432,L@007228@01@,0.0039074537
101432,L@007331@01@,0.0009035465
101432,L@007343@01@,0.0012342279
101432,L@007366@01@,0.0081861755
101432,L@007422@04@,0.0000943694
101432,L@007435@01@,0.0040752273
101432,L@007526@01@,0.0000297773
101432,L@007566@01@,0.0000199340
101432,L@007620@01@,0.0044116848
101432,L@007637@01@,0.0006428977
101432,L@007647@01@,0.0020396153
101432,L@007733@01@,0.0012465825
101432,L@007750@01@,0.0035710221
101432,L@007849@01@,0.0000225834
101432,L@007881@01@,0.0043828548
101432,L@007882@02@,0.0000112541
101432,L@007912@01@,0.0009404132
101432,L@007922@01@,0.0017368849
101432,L@007923@01@,0.0031892839
101432,L@007970@01@,0.0019019697
101432,L@007974@01@,0.0016201005
101432,L@007977@01@,0.0060285940
101432,L@007982@01@,0.0000158544
101432,L@007985@01@,0.0034042955
101432,L@007991@01@,0.0000356671
101432,L@008001@03@,0.0000665125
101432,L@008007@01@,0.0043330463
101432,L@008068@01@,0.0070733684
101432,L@008079@01@,0.0004974224
101432,L@008099@01@,0.0018229097
101432,L@008123@01@,0.0000802606
101432,L@008133@01@,0.0003530931
101432,L@008213@01@,0.0000824152
101432,L@008214@06@,0.0000662960
101432,L@008219@01@,0.0002280952
101432,L@008240@02@,0.0001115002
101432,L@008245@01@,0.0002716813
101432,L@008264@01@,0.0002666324
101432,L@008272@01@,0.0031897684
101432,L@008402@01@,0.0004899799
101432,L@008431@01@,0.0007436747
101432,L@008440@01@,0.0000981193
101432,L@008446@01@,0.0000739409
101432,L@008455@01@,0.0069919606
101432,L@008475@01@,0.0000227660
101432,L@008479@01@,0.0047715870
101432,L@008486@01@,0.0000118525
101432,L@008539@01@,0.0055193310
101432,L@008543@01@,0.0041623148
101432,L@008549@01@,0.0079531968
101432,L@008579@01@,0.0000746546
101432,L@008606@01@,0.0005060989
101432,L@008633@01@,0.0000423056
101432,L@008692@01@,0.0000170294
101432,L@008694@01@,0.0016310710
101432,L@008762@01@,0.0104668485
101432,L@008789@01@,0.0008336705
101432,L@008807@01@,0.0000173963
101432,L@008810@01@,0.0071263611
101432,L@008858@01@,0.0000108168
101432,L@008972@01@,0.0045355945
101432,L@009016@01@,0.0000676844
101432,L@009023@01@,0.0001092164
101432,L@009248@01@,0.0024106551
101432,L@009256@03@,0.0000667661
101432,L@009258@01@,0.0014883408
101432,L@009273@01@,0.0001592618
101432,L@009302@01@,0.0000739740
101432,L@009359@01@,0.0023338248
101432,L@009372@01@,0.0025328810
101432,L@009411@01@,0.0018332609
101432,L@009445@01@,0.0045835329
101432,L@009465@01@,0.0035095755
101432,L@009599@01@,0.0000018956
101432,L@009699@01@,0.0035026986
101432,L@009771@02@,0.0001980002
101432,L@009777@01@,0.0023886287
101432,L@009835@01@,0.0001289815
101432,L@009846@01@,0.0026130071
101432,L@009850@01@,0.0025903522
101432,L@009899@01@,0.0017826034
101432,L@010002@02@,0.0000320359
101432,L@010008@01@,0.0000050474
101432,L@010035@01@,0.0013380429
101432,L@010086@01@,0.0000741610
101432,L@010115@01@,0.0021147034
101432,L@010124@01@,0.0003830192
101432,L@010221@01@,0.0001371857
101432,L@010247@01@,0.0044785673
101432,L@010277@01@,0.0012854458
101432,L@010405@01@,0.0029105872
101432,L@010411@01@,0.0002427613
101432,L@010466@01@,0.0012742006
101432,L@010499@01@,0.0024561519
101432,L@010549@01@,0.0001479627
101432,L@010550@01@,0.0000534359
101432,L@010565@01@,0.0002908767
101432,L@010614@01@,0.0008340278
101432,L@010735@01@,0.0003750605
101432,L@010789@01@,0.0000192151
101432,L@010793@01@,0.0026629567
101432,L@010801@01@,0.0001872554
101432,L@010813@01@,0.0003648586
101432,L@010840@01@,0.0001005701
101432,L@010860@01@,0.0018600842
101432,L@010877@01@,0.0001122463
101432,L@010884@04@,0.0000196783
101432,L@010894@01@,0.0003324658
101432,L@010903@01@,0.0045581297
101432,L@010920@01@,0.0011275138
101432,L@010981@01@,0.0000479151
101432,L@010984@10@,0.0004135097
101432,L@011012@01@,0.0000049987
101432,L@011032@01@,0.0001489421
101432,L@011094@01@,0.0009880632
101432,L@011115@01@,0.0020086414
101432,L@011191@01@,0.0002014448
101432,L@011220@01@,0.0006201456
101432,L@011259@01@,0.0131901493
101432,L@011301@01@,0.0000139878
101432,L@011315@01@,0.0000196885
101432,L@011399@01@,0.0016232217
101432,L@011499@01@,0.0006130974
101432,L@011550@01@,0.0011830115
101432,L@011554@01@,0.0006085102
101432,L@011555@01@,0.0031519365
101432,L@011566@01@,0.0000164013
101432,L@011584@01@,0.0024149974
101432,L@011600@01@,0.0003042145
101432,L@011636@01@,0.0021456638
101432,L@011644@01@,0.0000753210
101432,L@011669@01@,0.0000047814
101432,L@011672@01@,0.0012372429
101432,L@011687@01@,0.0001764959
101432,L@011721@01@,0.0002884746
101432,L@011729@01@,0.0003100137
101432,L@011745@01@,0.0000450312
101432,L@011756@01@,0.0000590073
101432,L@011770@01@,0.0000316878
101432,L@011796@02@,0.0003566605
101432,L@011811@01@,0.0015857080
101432,L@011842@01@,0.0003089201
101432,L@011856@01@,0.0003687961
101432,L@011861@01@,0.0000493624
101432,L@011896@01@,0.0000757531
101432,L@011903@01@,0.0000363185
101432,L@011922@01@,0.0000398981
101432,L@011925@01@,0.0024341836
101432,L@012006@02@,0.0001301953
101432,L@012053@01@,0.0003328977
101432,L@012123@01@,0.0001360364
101432,L@012124@01@,0.0007389619
101432,L@012140@01@,0.0001130182
101432,L@012141@01@,0.0092022801
101432,L@012142@01@,0.0043182867
101432,L@012151@01@,0.0010293850
101432,L@012171@01@,0.0008763213
101432,L@012181@01@,0.0001173196
101432,L@012216@01@,0.0009656758
101432,L@012266@01@,0.0000070316
101432,L@012379@01@,0.0000412224
101432,L@012392@01@,0.0000622449
101432,L@012403@01@,0.0000135427
101432,L@012413@01@,0.0000603691
101432,L@012428@04@,0.0000423356
101432,L@012433@01@,0.0000516712
101432,L@012471@01@,0.0021459660
101432,L@012485@01@,0.0003453005
101432,L@012589@01@,0.0000629642
101432,L@012603@04@,0.0000983876
101432,L@012615@01@,0.0000739270
101432,L@012635@01@,0.0000814976
101432,L@012689@01@,0.0000167114
101432,L@012726@01@,0.0007391022
101432,L@012785@01@,0.0002036290
101432,L@012803@01@,0.0000119929
101432,L@012868@01@,0.0002154643
101432,L@012895@02@,0.0000395510
101432,L@012909@01@,0.0000311391
101432,L@012915@01@,0.0000522229
101432,L@012976@01@,0.0000531706
101432,L@012978@01@,0.0063885483
101432,L@013003@02@,0.0029067756
101432,L@013032@01@,0.0001961288
101432,L@013041@01@,0.0036414824
